dueDateTime,orderId,customer_id,orderPlacementDate,status,assignee,quantity,item_name,unit_price,days_until_due
10-06-2023,A35337636-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A71058781,2023-05-29T04:59:11.730Z,assigned,John Dooley,7,File Folders,70,9
27-07-2023,A35337636-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A71058781,2023-05-29T04:59:11.730Z,assigned,John Dooley,53,"30"" Monitor",90,56
04-06-2023,A35337636-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A71058781,2023-05-29T04:59:11.730Z,assigned,John Dooley,54,Stapler,60,3
24-07-2023,A35337636-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A71058781,2023-05-29T04:59:11.730Z,assigned,John Dooley,57,Office Desk,40,53
12-07-2023,A35337636-15357af5-0273-465c-81d2-65777835407e,A71058781,2023-05-29T04:59:11.730Z,assigned,John Dooley,15,Multifunction Printer,110,41
23-07-2023,A4699305-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A71058781,2023-05-07T22:06:05.767Z,closed,Taylor Hilll,31,Office Desk,40,52
27-07-2023,A42944227-15357af5-0273-465c-81d2-65777835407e,A71058781,2023-05-30T13:08:07.046Z,assigned,Kristen Mohr,33,Multifunction Printer,110,56
09-07-2023,A42944227-42d95fcf-a611-4f97-ba88-20e651645b96,A71058781,2023-05-30T13:08:07.046Z,assigned,Kristen Mohr,17,Office Chair,50,38
20-07-2023,A42944227-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A71058781,2023-05-30T13:08:07.046Z,assigned,Kristen Mohr,21,Paper Clips,30,49
26-06-2023,A42944227-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A71058781,2023-05-30T13:08:07.046Z,assigned,Kristen Mohr,6,"30"" Monitor",90,25
04-06-2023,A42944227-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A71058781,2023-05-30T13:08:07.046Z,assigned,Kristen Mohr,29,A4 Paper,20,3
10-06-2023,A42944227-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A71058781,2023-05-30T13:08:07.046Z,assigned,Kristen Mohr,58,Office Desk,40,9
10-06-2023,A57545636-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A46828545,2023-05-27T21:13:52.453Z,closed,Kristen Mohr,20,Stapler,60,9
30-06-2023,A57545636-42d95fcf-a611-4f97-ba88-20e651645b96,A46828545,2023-05-27T21:13:52.453Z,closed,Kristen Mohr,48,Office Chair,50,29
03-07-2023,A57545636-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A46828545,2023-05-27T21:13:52.453Z,closed,Kristen Mohr,20,"30"" Monitor",90,32
15-07-2023,A42515165-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A46828545,2023-05-08T04:01:45.373Z,assigned,Lorraine Bahringer,40,Office Desk,40,44
08-06-2023,A42515165-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A46828545,2023-05-08T04:01:45.373Z,assigned,Lorraine Bahringer,30,"30"" Monitor",90,7
07-06-2023,A42515165-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A46828545,2023-05-08T04:01:45.373Z,assigned,Lorraine Bahringer,5,File Folders,70,6
19-06-2023,A42515165-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A46828545,2023-05-08T04:01:45.373Z,assigned,Lorraine Bahringer,28,Stapler,60,18
06-07-2023,A33256426-42d95fcf-a611-4f97-ba88-20e651645b96,A46828545,2023-04-25T07:20:02.029Z,closed,Erick Quigley,12,Office Chair,50,35
23-06-2023,A33256426-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A46828545,2023-04-25T07:20:02.029Z,closed,Erick Quigley,44,Office Desk,40,22
08-06-2023,A72997796-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A46828545,2023-05-22T08:48:05.211Z,closed,Kristen Mohr,42,"30"" Monitor",90,7
08-07-2023,A72997796-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A46828545,2023-05-22T08:48:05.211Z,closed,Kristen Mohr,21,Printer,80,37
26-07-2023,A72997796-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A46828545,2023-05-22T08:48:05.211Z,closed,Kristen Mohr,16,File Folders,70,55
02-07-2023,A52333958-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A46828545,2023-05-23T03:23:29.367Z,open,,60,Office Desk,40,31
05-06-2023,A52333958-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A46828545,2023-05-23T03:23:29.367Z,open,,24,Stapler,60,4
21-06-2023,A52333958-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A46828545,2023-05-23T03:23:29.367Z,open,,13,A4 Paper,20,20
12-07-2023,A52333958-fd748d48-699d-4032-848a-e5a710e638df,A46828545,2023-05-23T03:23:29.367Z,open,,10,Paper Shredder,100,41
18-06-2023,A52333958-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A46828545,2023-05-23T03:23:29.367Z,open,,14,"30"" Monitor",90,17
30-07-2023,A52333958-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A46828545,2023-05-23T03:23:29.367Z,open,,9,Printer,80,59
05-07-2023,A52333958-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A46828545,2023-05-23T03:23:29.367Z,open,,57,File Folders,70,34
04-06-2023,A72219213-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A46828545,2023-05-10T21:00:36.457Z,closed,Erick Quigley,55,Office Desk,40,3
27-07-2023,A72219213-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A46828545,2023-05-10T21:00:36.457Z,closed,Erick Quigley,22,Paper Clips,30,56
11-06-2023,A72219213-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A46828545,2023-05-10T21:00:36.457Z,closed,Erick Quigley,7,File Folders,70,10
03-06-2023,A72219213-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A46828545,2023-05-10T21:00:36.457Z,closed,Erick Quigley,38,A4 Paper,20,2
02-06-2023,A72219213-fd748d48-699d-4032-848a-e5a710e638df,A46828545,2023-05-10T21:00:36.457Z,closed,Erick Quigley,5,Paper Shredder,100,1
19-06-2023,A49996264-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A46828545,2023-05-31T08:44:19.414Z,assigned,Kristen Mohr,15,Office Desk,40,18
06-06-2023,A49996264-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A46828545,2023-05-31T08:44:19.414Z,assigned,Kristen Mohr,43,A4 Paper,20,5
12-06-2023,A49996264-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A46828545,2023-05-31T08:44:19.414Z,assigned,Kristen Mohr,11,Stapler,60,11
06-06-2023,A40522759-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A46828545,2023-05-31T11:01:48.093Z,assigned,Lela Kemmer,23,Stapler,60,5
25-06-2023,A40522759-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A46828545,2023-05-31T11:01:48.093Z,assigned,Lela Kemmer,48,Printer,80,24
01-07-2023,A40522759-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A46828545,2023-05-31T11:01:48.093Z,assigned,Lela Kemmer,8,Paper Clips,30,30
27-07-2023,A40522759-42d95fcf-a611-4f97-ba88-20e651645b96,A46828545,2023-05-31T11:01:48.093Z,assigned,Lela Kemmer,21,Office Chair,50,56
11-06-2023,A40522759-15357af5-0273-465c-81d2-65777835407e,A46828545,2023-05-31T11:01:48.093Z,assigned,Lela Kemmer,12,Multifunction Printer,110,10
04-06-2023,A40522759-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A46828545,2023-05-31T11:01:48.093Z,assigned,Lela Kemmer,12,Office Desk,40,3
10-06-2023,A90708518-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A16737082,2023-06-06T20:50:22.761Z,assigned,Lela Kemmer,42,Stapler,60,9
20-06-2023,A90708518-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A16737082,2023-06-06T20:50:22.761Z,assigned,Lela Kemmer,14,Paper Clips,30,19
07-07-2023,A23208663-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A16737082,2023-06-02T19:54:53.291Z,closed,Lorraine Bahringer,21,Office Desk,40,36
25-07-2023,A23208663-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A16737082,2023-06-02T19:54:53.291Z,closed,Lorraine Bahringer,12,Stapler,60,54
01-06-2023,A23208663-42d95fcf-a611-4f97-ba88-20e651645b96,A16737082,2023-06-02T19:54:53.291Z,closed,Lorraine Bahringer,58,Office Chair,50,0
07-07-2023,A23208663-15357af5-0273-465c-81d2-65777835407e,A16737082,2023-06-02T19:54:53.291Z,closed,Lorraine Bahringer,35,Multifunction Printer,110,36
23-06-2023,A23208663-fd748d48-699d-4032-848a-e5a710e638df,A16737082,2023-06-02T19:54:53.291Z,closed,Lorraine Bahringer,5,Paper Shredder,100,22
16-06-2023,A23208663-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A16737082,2023-06-02T19:54:53.291Z,closed,Lorraine Bahringer,28,A4 Paper,20,15
01-06-2023,A74490564-fd748d48-699d-4032-848a-e5a710e638df,A16737082,2023-06-06T13:58:21.323Z,closed,John Dooley,20,Paper Shredder,100,0
10-07-2023,A74490564-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A16737082,2023-06-06T13:58:21.323Z,closed,John Dooley,44,Printer,80,39
23-07-2023,A74490564-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A16737082,2023-06-06T13:58:21.323Z,closed,John Dooley,22,Stapler,60,52
12-07-2023,A74490564-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A16737082,2023-06-06T13:58:21.323Z,closed,John Dooley,40,A4 Paper,20,41
09-06-2023,A74490564-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A16737082,2023-06-06T13:58:21.323Z,closed,John Dooley,55,Office Desk,40,8
27-06-2023,A74490564-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A16737082,2023-06-06T13:58:21.323Z,closed,John Dooley,47,File Folders,70,26
19-06-2023,A37897985-42d95fcf-a611-4f97-ba88-20e651645b96,A16737082,2023-06-04T22:43:26.746Z,open,,26,Office Chair,50,18
14-06-2023,A37897985-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A16737082,2023-06-04T22:43:26.746Z,open,,31,"30"" Monitor",90,13
10-06-2023,A37897985-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A16737082,2023-06-04T22:43:26.746Z,open,,41,Printer,80,9
25-06-2023,A37897985-fd748d48-699d-4032-848a-e5a710e638df,A16737082,2023-06-04T22:43:26.746Z,open,,25,Paper Shredder,100,24
24-07-2023,A37897985-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A16737082,2023-06-04T22:43:26.746Z,open,,24,A4 Paper,20,53
16-06-2023,A37897985-15357af5-0273-465c-81d2-65777835407e,A16737082,2023-06-04T22:43:26.746Z,open,,50,Multifunction Printer,110,15
16-06-2023,A48463354-fd748d48-699d-4032-848a-e5a710e638df,A16737082,2023-05-02T09:52:41.218Z,assigned,Laverne Koss,39,Paper Shredder,100,15
20-06-2023,A48463354-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A16737082,2023-05-02T09:52:41.218Z,assigned,Laverne Koss,27,File Folders,70,19
15-06-2023,A48463354-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A16737082,2023-05-02T09:52:41.218Z,assigned,Laverne Koss,45,Paper Clips,30,14
25-06-2023,A48463354-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A16737082,2023-05-02T09:52:41.218Z,assigned,Laverne Koss,25,"30"" Monitor",90,24
02-06-2023,A48463354-42d95fcf-a611-4f97-ba88-20e651645b96,A16737082,2023-05-02T09:52:41.218Z,assigned,Laverne Koss,26,Office Chair,50,1
16-07-2023,A50558619-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A16737082,2023-06-17T20:10:34.503Z,closed,Lela Kemmer,20,Paper Clips,30,45
10-06-2023,A50558619-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A16737082,2023-06-17T20:10:34.503Z,closed,Lela Kemmer,15,File Folders,70,9
24-07-2023,A21505366-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A16737082,2023-05-05T03:45:36.795Z,assigned,Latoya Gulgowski,16,Printer,80,53
14-06-2023,A21505366-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A16737082,2023-05-05T03:45:36.795Z,assigned,Latoya Gulgowski,7,Office Desk,40,13
12-06-2023,A21505366-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A16737082,2023-05-05T03:45:36.795Z,assigned,Latoya Gulgowski,13,File Folders,70,11
22-06-2023,A14074501-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A16737082,2023-05-26T10:53:35.523Z,assigned,Latoya Gulgowski,37,Paper Clips,30,21
24-07-2023,A44525705-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A76140324,2023-05-22T00:32:04.519Z,assigned,John Dooley,51,Paper Clips,30,53
16-06-2023,A44525705-42d95fcf-a611-4f97-ba88-20e651645b96,A76140324,2023-05-22T00:32:04.519Z,assigned,John Dooley,38,Office Chair,50,15
10-06-2023,A44525705-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A76140324,2023-05-22T00:32:04.519Z,assigned,John Dooley,16,Stapler,60,9
09-06-2023,A50754684-42d95fcf-a611-4f97-ba88-20e651645b96,A76140324,2023-05-05T16:13:54.070Z,assigned,Latoya Gulgowski,6,Office Chair,50,8
08-06-2023,A50754684-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A76140324,2023-05-05T16:13:54.070Z,assigned,Latoya Gulgowski,38,Paper Clips,30,7
05-06-2023,A50754684-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A76140324,2023-05-05T16:13:54.070Z,assigned,Latoya Gulgowski,45,File Folders,70,4
11-06-2023,A50754684-fd748d48-699d-4032-848a-e5a710e638df,A76140324,2023-05-05T16:13:54.070Z,assigned,Latoya Gulgowski,22,Paper Shredder,100,10
29-07-2023,A13486686-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A1290013,2023-05-20T21:10:42.285Z,open,,24,Office Desk,40,58
23-07-2023,A13486686-42d95fcf-a611-4f97-ba88-20e651645b96,A1290013,2023-05-20T21:10:42.285Z,open,,57,Office Chair,50,52
11-07-2023,A13486686-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A1290013,2023-05-20T21:10:42.285Z,open,,50,A4 Paper,20,40
21-07-2023,A13486686-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A1290013,2023-05-20T21:10:42.285Z,open,,34,Stapler,60,50
16-06-2023,A53807061-fd748d48-699d-4032-848a-e5a710e638df,A1290013,2023-06-15T00:44:51.153Z,assigned,Kristen Mohr,20,Paper Shredder,100,15
17-06-2023,A53807061-15357af5-0273-465c-81d2-65777835407e,A1290013,2023-06-15T00:44:51.153Z,assigned,Kristen Mohr,39,Multifunction Printer,110,16
